Feature,Occurrences
Interface CSSFontFaceRule,1
Telaen,1
D Joiner,1
Explicit regions,1
yFiles,1
Threaded,1
loadlin,1
SCM,1
Minimum equipment requirements,1
Folx,2
 ,2
Physical media,2
cfv,2
 ,2
Ada,2
WPA2,2
Derived from,2
MD5 Win Verifier,2
good,2
Base Elevation (ft),2
md5deep,2
LibreCMC LibreWRT,2
Windows Virtual PC,2
My Family Tree,2
MOS Sync,2
Synovel Collabsuite,2
Zing,2
Max  memory,2
Pueblo UE,2
GobeProductive,2
SSL,2
RapidWeaver,2
Mercury Mail Transport System,2
Kaffe,2
DjVu,2
Checksum Compare,2
SVN,2
 html,2
team,2
Endnote Refer BibIX,2
Search,2
Full duplex transfer,2
Dofus,2
Base distribution,2
ISO max (expanded),2
compare string string,2
ExpressCard,2
climm,2
JamVM,2
Entries (approx ),2
TAR,2
eXpress CheckSum Calculator,2
CAB,2
Latest stable release date,2
RAID,2
CBR,2
AccuHash,2
Navigation,2
Harrison Mixbus,2
HashCheck,2
DRM support,2
Arch,2
CHK,2
Microsoft Visual Web Developer,2
Logic Express Studio,2
MD5   SHA Checksum Utility,2
FLVTO,2
Default installer,2
VBox TV,2
MediaPhoenix ShowShifter,2
SoX,2
MythTV,2
jabberd14,2
CRL,2
Approximate number of pre compiled packages,2
Zarafa,2
MusE,2
WonderKing Online,2
Microsoft Expression Web,2
SmartGenealogy,2
Bit rate,2
OpenBEXI,2
MD5 File Hasher,2
Backward compatibility,2
uGet,2
Aion  The Tower of Eternity,2
Google Play Books,2
Capacity,2
7z,2
JamochaMUD,2
Chat,2
DAR,2
Host OS,2
Genbox Family History,2
Heredis PC,2
Tcl,2
Funding model,2
Report  date,2
Standardized by,2
AnyChart,2
CoffeeCup HTML Editor,2
KildClient,2
Windows Media Center,2
World of Warcraft,2
 djvu,2
DHT,2
 (255  128  0) ,2
Pro Tools,2
F ,2
Scientific Linux,2
WFS T,2
CrossFire,2
Aptana,2
Regional lockout,2
Audiotool,2
Total Lifts,2
string    string,2
Annotations,2
Grapheme,2
Basic structure,2
BeanShell,2
Powwow,2
Creator(s),2
British English,2
ALGOL 60,2
Agelong Tree,2
Record,2
Fonts,2
SparkEngine,2
FlashSFV,2
Guild Wars,2
DownThemAll ,2
Source model,2
Photo,2
Quanta Plus,2
Date Statistics Updated,2
AccuRev,2
LCD monitor,2
User Mode Linux,2
Oracle Communications Messaging Server,2
American English,2
LeafChat,2
Seed7,2
Debian,2
Ciao,2
Rosegarden,2
Access Control,2
VBR,2
SeaMonkey Composer,2
Eiffel,2
4KDownload,2
Operating system(s),2
ISO 9660,2
Integrity,2
Go Zilla,2
Rust,2
SFTP,2
Pirates of the Burning Sea,2
SWI Prolog,2
Jitsi,2
Virtuozzo,2
Scheduling,2
valueOf(),2
de,2
em,2
Postfix,2
TouchGeo,2
VP9,2
VP8,2
Xfile,2
Spelling,2
Spell checking,2
EPS,2
Jokosher,2
NetWare kernel,2
4K Video Downloader,2
Darcs,2
wxDownload Fast,2
USB Ports,2
GEDitCOM II,2
CentOS,2
Chakra,2
Wintin Net,2
Software type,2
JC virtual machine,2
MINIX 3 kernel,2
DownloadStudio,2
Tmib video downloader,2
Predecessor,2
Refs,2
Self lit,2
CardDAV,2
Templates,2
Detect move,2
Cubase,2
HotSpot  Java SE embedded edition,2
Sync,2
Binary,2
Integer,2
CEE J,2
xz,2
WCS,2
Team Foundation Server,2
Prosody,2
WEP,2
Imports,2
Multitasking,2
muby,2
YAP Prolog,2
Video playback,2
Storage media,2
Total Recorder,2
WMC,2
Client name,2
WMV,2
Memory (KB),2
WPA,2
Vehicle,2
BIAS Peak,2
Bookmarks,2
Palaver,2
CDCheck,2
Period of dispersal,2
Adult Single Day Lift Ticket Price,2
Colors,2
amCharts,2
Jigdo,2
Organization,2
Specialization,2
Tigase,2
AudioDesk,2
Rise  The Vieneo Province,2
Metronome,2
Supported first by,2
Skype,2
MagicMail,2
hMailServer,2
GCJ,2
editor,2
Single precision,2
GNU Bazaar,2
Open Source,2
mp3DirectCut,2
XML,2
FSUM,2
Size,2
Decimal,2
Netstring,2
Jikes RVM,2
Password protection,2
Family Tree Maker for Mac,2
GeoTagging Support,2
GPS,2
Entry date,2
openSUSE,2
Acoustica,2
XSB,2
Default file system,2
User Interface Language(s),2
Boots from DVD,2
Renesis,2
Podium Free,2
ADC support,2
GoLive,2
TinyFugue,2
WebStorm IDE,2
ISO min (expanded),2
Heredis,2
Mozilla Firefox,2
MiniDM,2
Word size,2
Firebird,2
  of GPUs,2
XML schema representation,2
Jekejeke Prolog,2
FCIV,2
Potato,2
Slackware,2
Ragnarok Online,2
VMware Player,2
Mailsite,2
Video adapter and monitor,2
Media Jukebox,2
 epub,2
HTML Kit,2
Default package management tools,2
SICStus Prolog,2
GNU Prolog,2
Reference links,2
Japan,2
LFN support,2
GB 18030,2
BlueGriffon,2
Ipswitch IMail Server,2
NMDC hub,2
Other platforms ,2
Tryton,2
Open eBook,2
Quod Libet,2
Net Transport,2
Reverse engineering,2
Jacksum,2
EyeTV,2
Subsystem isolation mechanisms,2
openElement,2
ReactOS kernel,2
Socket,2
Email,2
Camera,2
Family Tree Maker (Windows),2
MediaPortal,2
Input controls,2
Star Wars Galaxies,2
Forth,2
Febooti Hash   CRC,2
identi ca,2
Miro,2
AMudClient,2
Avg Annual Snowfall,2
Market focus,2
Gnome Mud,2
VC 1,2
Toolkit,2
Author  creator,2
Sensor manufacturer,2
Imperative,2
Digital signatures,2
Data Digester,2
Costs,2
 pdf,2
 pdb,2
Internet Download Accelerator,2
SimpleMU,2
KSVG,2
Red Hat Enterprise Linux,2
Association,2
CommuniGate Pro,2
Soiled,2
Software name,2
Double precision,2
description,2
Nuendo,2
Momentum,2
IGP,2
ZIP,2
IIS,2
Module,2
MODS XML,2
reverse(string),2
IMP,2
Best selling game,2
SpectraLayers,2
Freeway,2
IOC,2
Preferred license,2
SChannel Vista 2008,2
SFV Checker,2
cinema,2
Atlantis,2
Kali Linux,2
Visualization,2
GDP (in millions  USD),2
ISO,2
MySpaceIM,2
Cost  availability,2
MIPS,2
Kopete,2
Microsoft Word,2
Tags Categories Keywords,2
RekSFV,2
UPnP,2
MongooseIM,2
Crossfire Enabled,2
Tool,2
Scripting support,2
Top continuous shooting speed (frames sec),2
Megapixel,2
Total Trails,2
EagleGet,2
Storage type,2
Launch price,2
ExactFile,2
LaTeX,2
Proxy,2
JIT,2
Freeware,2
SuperSFV,2
QuickSFV,2
Courier Mail Server,2
Reference,2
Forté Agent,2
Facebook,2
Main accent,2
Aldfaer,2
Maple,2
Nearest City,2
Time Tracking,2
Haraka,2
HotSpot  Zero port,2
Get FileHash,2
CMUD,2
Schannel 10 Technical Preview,2
WaveSurfer,2
TeraCopy,2
Framework Name,2
RootsMagic,2
MEPIS,2
IKVM NET,2
zMUD,2
ShareOffice,2
Virtual machine,2
Colors and styles,2
RapidCRC,2
Memory (GB),2
Language type,2
Network protocols,2
Runs on Windows ,2
Bodhi Linux,2
Ultima Online,2
D C ,2
agorum core,2
Short description,2
KGB,2
Subversion,2
source,2
Object oriented,2
Fab ( m),2
TDP   idle (watts),2
Simula,2
Boolean,2
Wifi,2
NU Tech,2
Successors,2
Door to door capable,2
 rtf,2
DarkSpace,2
Key and target markets,2
Input,2
gvSIG Mini,2
NAT traversal,2
qmail,2
Microsoft SharePoint Designer,2
Date,2
jHashCalc,2
First Release Date,2
Lyntin,2
Batik,2
Filename extensions,2
KVM,2
Sound Forge,2
Microsoft Exchange Server,2
SATA Ports,2
ePub,2
List,2
Ryzom,2
JSON,2
Properties of instances,2
Internet Download Manager,2
Live,2
Jato VM,2
Audacity,2
WinGate,2
Perfect World,2
Patented,2
Ahnenblatt,2
Expression,2
x86 64,2
Result,2
mcl,2
Tracktion,2
ISO CD Image,2
DMDirc,2
HT (MHz),2
TinTin  ,2
Static code analysis,2
List of games,2
Detect conflict,2
PubMed,2
AV Comparatives,2
Cobynsoft's Hash Calculator,2
Standardized ,2
Guest PC,2
Runs on POSIX style systems ,2
healthy,2
Winamp,2
HotSpot  OpenJDK edition,2
FAR Manager,2
Perl,2
Maqetta,2
ClipGrab,2
Based on a format developed by,2
Codecs,2
KBtin,2
BibTeX,2
The Master Genealogist,2
Category,2
Current Stable Version,2
Diamond Cut ART,2
Encrypted file systems,2
Symbolic link,2
SageTV,2
ejabberd,2
MDaemon Mail Server,2
Safari,2
Resource access control,2
VMKit J3,2
MacFamilyTree,2
Tank,2
Prior file versions  revision control,2
Camera line,2
Ardour,2
LifeLines,2
Mandatory access control,2
Input grammar notation,2
 chm,2
Final Fantasy XI,2
MPEG 1,2
MPEG 2,2
Mobility,2
UTF EBCDIC,2
Family Historian,2
SafeFileManager,2
Exaile,2
MapleStory,2
NetBSD kernel,2
Protocols based upon compatible with,2
Soundbooth,2
Operator,2
Mailtraq,2
Magnet URI,2
OpenBSD kernel,2
Skiable Acreage,2
Ancestris,2
Bluefish,2
Nvidia Optimus   Technology,2
 txt,2
Microsoft FrontPage,2
XMPP,2
Source available,2
Tortilla,2
Standard ML,2
Beyond TV,2
MXF,2
Varieties,2
XenServer,2
Thunar,2
RiffWorks,2
FIFA,2
Other Unix,2
Internal storage,2
Sensor type,2
Visual Basic,2
Audiobook Cutter Free Edition,2
Reunion,2
Apache OpenOffice,2
Exim,2
Studio One,2
Perl 6,2
Mac,2
NB SB Interface,2
Upload,2
wxChecksums,2
Standard licensing,2
Crew,2
Macau,2
GNOME Commander,2
AppleScript,2
NIC,2
Sold in,2
Zulu,2
Exports,2
VMware Server,2
OS family,2
Eudora Internet Mail Server,2
OpenSMTPD,2
Openfire,2
Zune,2
iChat,2
Can ,2
FireWire (IEEE1394),2
jabberd2,2
Isode M Link,2
Type system,2
Généatique,2
OCSP,2
KGet,2
Vendetta Online,2
IBM Lotus Domino,2
Resizing,2
Full text search,2
Parallel ATA,2
PostScript,2
Pulse,2
HPFS,2
Total,2
MyBlood,2
 mobi,2
Notification,2
z VM,2
Forward engineering,2
Audition,2
Back end,2
MudMagic,2
Merge,2
Snapplify,2
GenoPro,2
Development status,2
Detect rename,2
jdigest,2
KompoZer,2
sha1sum,2
SONAR,2
UTF 32,2
GMUD,2
UTF 16,2
Dragora GNU Linux Libre,2
Avian,2
Legacy Family Tree,2
gvSIG Mobile,2
Qtractor,2
FileVerifier  ,2
Download Express,2
Far Manager,2
NAME,2
GGMUD,2
S Lang,2
OTR,2
Object Pascal (Delphi),2
LHA LZH,2
Text editor,2
FreshDownload,2
Graphics core,2
rootsTrust,2
Authentication,2
Trebuchet,2
GeoRSS,2
Gordano Messaging Suite,2
Technology,2
Prog Language,2
ISO min,2
Device,2
Flag,2
Gajim,2
Folders,2
Wind River VxWorks MILS Platform,2
Picture,2
 fb2,2
Method,2
GenealogyJ,2
GetRight,2
Soundscape 32,2
ISO max,2
Kodi (formerly XBMC),2
iChat Server,2
Arachnophilia,2
Interlingua,2
Latest Release,2
FSUM Frontend,2
Hash,2
Email Security,2
Gramps,2
Units shipped,2
RuneScape,2
Internet media types,2
CACAO,2
raw MySQL access,2
Web Architect,2
Plain text,2
StarTeam,2
Symbol,2
NetMail,2
Calculator,2
UW IMAP,2
VirtualDJ,2
Interpreter,2
Discontinued,2
Bits per sample,2
REAPER,2
TOWeb,2
Whiteboard,2
application mathml xml,2
Samplitude,2
SableVM,2
Ad Servering Platform,2
Claris Homepage,2
Sold mixed with,2
PSD,2
CSS4,2
Lexer,2
LMMS,2
Maximum file size,2
Implementation Language,2
Asheron's Call,2
Written in Java,2
Mudlet,2
Protocols,2
Examples,2
GarageBand,2
Target market,2
Heredis Mac,2
Toolsley Hash   Validate,2
Personal Ancestral File,2
FL Studio,2
Trisquel,2
Google Apps,2
RHash,2
BeaverSFV,2
Apache James,2
Red Square,2
Filename extension,2
Compression format,2
lowercase(string),2
FAT32,2
Traverso,2
Arch Linux,2
FAT12,2
FAT16,2
NTFS,2
Viewfinder coverage,2
other,2
IceWarp Mail Server,2
Width,2
IntactFile,2
ilSFV,2
Peak Elevation (ft),2
WaveLab,2
Logo,2
Alpine Linux,2
Zentyal,2
Sweep,2
Metering pixels,2
EVE Online,2
Goldwave,2
Download Accelerator Manager,2
Portal,2
Curl,2
Viewfinder magnification,2
Bob Barr,2
Predecessors,2
Typical use,2
Virtual PC 2007,2
Psi,2
Axigen,2
First flight,2
Mixcraft,2
Kristal,2
Word,2
Sendmail,2
JAmiga,2
FastSum,2
mp3TrueEdit,2
Digital Performer,2
Mass,2
Tkabber,2
SSH2,2
SSH1,2
Container structure,2
Dovecot,2
Archi  tecture,2
Flash,2
Pronunciation guide,2
TeX LaTeX,2
Access API,2
RAR,2
Master mode,2
MD5summer,2
ACE,2
DySFV,2
Maxel,2
Vertical Drop,2
IPTC Support,2
Color,2
Visual Studio,2
Display resolution,2
WinHasher,2
DeepDigest,2
Medline,2
RIS,2
Renoise,2
Scripting language,2
Last release date,2
Family Tree Builder,2
cksum,2
OpenELEC,2
ClearCase,2
AutoHotkey,2
Mysaifu JVM,2
ALZ,2
Development Status,2
Height,2
Kolab,2
Launch Date,2
OpenLink Virtuoso,2
ohmiGene,2
Ancestral Quest,2
Zoho Office Suite,2
User Interface,2
ARC,2
ARJ,2
Tables,2
OpenXPS,2
Dreamweaver,2
z LPAR,2
MUSHclient,2
Podium,2
Active Development,2
Download Accelerator Plus,2
Kerio Connect,2
HotSpot  Oracle JDK edition,2
Ecasound,2
Source Mage GNU Linux,2
md5sum,2
Microsoft Works,2
KMuddy,2
ugly,2
Brother's Keeper,2
BitlBee,2
Irssi,3
0,3
KiwiIRC,3
Unicode,3
Free disk space,3
Banshee,3
BMP,3
Zinf,3
Animation,3
Miranda IM,3
Release year,3
SQLite,3
foobar2000,3
iCab,3
Italian,3
Mobile Colloquy,3
Purpose,3
Movie mode,3
HydraIRC,3
Ircle,3
Foo IRC,3
H 264,3
Sonique,3
Screen pixels,3
Latency,3
length,3
upIRC,3
Illustrator,3
Bersirc,3
Owner,3
Tor ramdisk,3
Portable,3
Adium,3
China,3
Sensor format,3
PIRCH,3
IRCjr,3
PSPIRC,3
NeoOffice,3
UDL,3
MtvIRC,3
Source,3
Service,3
Proxy server,3
TeamLab,3
Visual IRC,3
Hash algorithms,3
SoftMaker Office,3
Cog,3
DRM,3
Ad Hoc mode,3
ALGOL 68,3
Ruby,3
No,3
DVR,3
Library DRM compatible,3
Details,3
Ututo,3
Call SMS Filtering,3
WeeChat,3
Generation,3
First published,3
Freehand,3
AndroidChat,3
ERC,3
Processing Power (peak)   GFLOPS,3
LeetIRC,3
BitComet,3
Brackets,3
Structure,3
Specification,3
TeXmacs,3
UTF 8,3
BitchX,3
CPU support,3
Nettalk,3
YouTube Downloader,3
Heuristics,3
read only,3
Calligra Suite,3
Other Features,3
CoolIRC,3
EphPod,3
Stereo,3
SM count,3
Musicmatch Jukebox,3
zsIRC,3
Focus points,3
Breadbox Office,3
UNIX,3
Matroska,3
gtkpod,3
COBOL,3
Cygwin,3
Image processor,3
ChatZilla,3
Site,3
Autocomplete,3
CloudAV,3
RSA BSAFE SSL J,3
Design,3
Senuti,3
Convos,3
Pidgin,3
Dump Chat,3
Plugin,3
AntiTheft,3
rcirc,3
Xen,3
XPlay,3
Backup,3
SChannel XP 2003,3
Profiler,3
JPEG,3
Fedora,3
Shareaza,3
Brand,3
Smalltalk,3
TrueAudio,3
Text to speech,3
ThinkFree Office,3
802 11,3
File Manager,3
IDS,3
Irish,3
Parsing algorithm,3
iWork,3
FirstClass,3
Lingo,3
Screen size (inch),3
IPA,3
IPS,3
Virca,3
Mibbit,3
PJIRC,3
Norwegian,3
Features ,3
read write,3
StarOffice,3
MarinerPak,3
ii (IRC IT),3
Email security,3
MLDonkey,3
Comment,3
Safe Mode,3
KVIrc,3
XChat,3
Audacious,3
musikCube,3
LimeChat,3
JVM,3
Winamp native,3
Internet Explorer,3
Video,3
Quassel,3
Afrikaans,3
FlashGet,3
Gentoo,3
Provider,3
Network,3
Touch screen,3
Kingsoft Office (WPS Office),3
Midnight Commander,3
Core,3
AmIRC,3
Snak,3
JuK,3
Textual,3
Multilingual,3
In production,3
Mathematica,3
File Commander,3
Monitor mode,3
Ability Office,3
IBM Lotus Symphony,3
WordPerfect Office,3
(string  string string),3
k IRC,3
Product line,3
Linkinus,3
Console,3
Security,3
Easy Trace,3
Neebly,3
gNewSense,3
AIMP,3
ZCubes,3
Max  Combined TDP (W),3
Microsoft Office,3
mIRC,3
cmus,3
Konversation,3
Scripting,3
Potrace,3
Latest edition,3
Lotus SmartSuite,3
LibreOffice,3
Windows Phone,3
Commission,3
Orbit Downloader,3
JavaScript,3
OCaml,3
IRC7,3
XMMS,3
write only,3
ECMA 376,3
Lua,3
Client Name,3
Scottish Gaelic,3
Place,3
Scan2CAD,3
MPXPLAY,3
Relay IRC,3
WLIrc,3
Developer(s),3
First release date,3
Rhapsody,3
JRiver Media Center,3
jmIrc,3
USB peripherals,3
Maintainer,3
qwebirc,3
Developed by,3
Xojo,3
Twitter,3
Latest release version,3
Card,3
German,3
Online,3
f irc,3
Reason,3
Intro year,3
DeepBurner,3
Alternative solution,3
Code range (hexadecimal),3
Lens mount,3
First stable release,3
AdiIRC,3
Fortran,3
Tiki Wiki CMS Groupware,3
Nation,3
Attribute,3
If not found,3
Non free firmware required,3
Windows Mobile,3
Other OS,3
Free Download Manager,3
Wireless network,3
SChannel Vista 2008  7 2008R2  8 2012  8 1 2012R2  10 Technical Preview,3
wIRC,3
ISO IEC 29500 2008,3
Sample Rate,3
Primary developers,3
Mercurial,3
Haskell,3
Ogg,3
Perforce,3
Smuxi,3
Programming Language,3
Title,3
ircII,3
Colloquy,3
Windows PowerShell,3
Yaaic,3
French,3
Thumbnails,3
Parental Control,3
Text,3
Dimensions (mm),3
MusicBee,3
GFLOPS W Single Precision,3
fIRC,3
API compliance,3
Pages,3
Family,3
Multichannel,3
iRip,3
RSA BSAFE MES,3
Fabrication process (nm),3
IceChat,3
Feng Office Community Edition,3
JedIrc,3
WirelessIRC,3
Kernel,3
EbIRC,3
OpenWrt,3
APU,3
RSS,3
Written in,3
RTF,3
ASF,3
MB s,3
Processing Power (GFLOPS),3
KPart,3
GFLOPS (FMA),3
Audion,3
Parabola GNU Linux libre,3
HexChat,3
Edition,3
Core render clock (MHz),4
 ,4
D,4
Dolphin,4
APIs,4
Connectivity,4
SVG,4
BookmarkSync,4
Processing Power GFLOPs,4
Editions,4
Free according to the FSF,4
CVS,4
OpenSolaris,4
MenuetOS,4
Free firmware,4
RTEMS,4
HelenOS,4
cryptlib,4
ImgBurn,4
L4  Fiasco  Pistachio,4
Macintosh,4
AROS,4
TIFF,4
Framework,4
Opera Link,4
Free,4
Mantano Ebook Reader,4
FBReader,4
Copy files over 2 GB,4
EBookDroid,4
Maker,4
Publisher,4
Freemake Video Downloader,4
Original Primary developer,4
Range,4
Grammar  code,4
Weight (g),4
WFS,4
Other capabilities,4
Mail server,4
Haiku,4
WMS,4
Supported architectures,4
iTunes,4
Algorithm,4
State,4
Moon  reader,4
ISO IEC 26300 2006,4
Konqueror,4
Web,4
GIF,4
RSA BSAFE,4
emelFM2,4
GNU,4
Dimensions,4
Shader  model,4
Altap Salamander,4
Free Studio,4
Development platform,4
Xmarks,4
iReader,4
Visual Prolog,4
Xfe,4
Xfm,4
Screen type,4
Git,4
E OS,4
FreeRTOS,4
Finder,4
ZTreeWin,4
Firefox Sync,4
FreeDOS,4
Linux kernel,4
Syllable,4
Disk Order,4
Package management,4
Socio eReader,4
Subject,4
cdrtools,4
Path Finder,4
K3b,4
Memory bandwidth (GB s),4
Focus,4
CDBurnerXP,4
JDownloader,4
UltraISO,4
Nero Burning ROM,4
Current stable version,4
Kobo Books,4
Aldiko Book Reader,4
Oracle,4
Visual Basic  NET,4
Nautilus,4
Pixel  pipelines,4
libtorrent (Rasterbar),4
Alcohol 120 ,4
Shared Memory,4
Darwin  OpenDarwin,4
AlReader,4
PowerISO,4
MINIX,4
MP4,4
DragonFly BSD kernel,4
USB support,4
ADC client,4
Images,4
File format,4
Desktop publishing software,4
Inferno,4
rTorrent (libTorrent Rakshasa),4
Xandros File Manager,4
ROX Filer,4
TDP (Watts)GPU only,4
xplorer ,4
InfraRecorder,4
Clementine,4
Dired,4
Plugin Support,4
eCos,4
UDMA support,4
Danish,4
Lektz eBook Reader,4
Implementation language(s),4
Output languages,4
Element,4
Opera,4
Total Commander,4
Author,4
Krusader,4
Directory Opus,4
Live Update,4
Protocol,4
AndChat,4
Ad free,4
Double Commander,4
XYplorer,4
ADC hub,4
X CD Roast,4
Producer,4
PCManFM,4
AuroraUX,4
MonoTorrent,4
KolibriOS,4
Ebook Reader,4
Live view,4
1 0,4
Core Clock (MHz),4
PostgreSQL,4
PocketBook,4
Operating System,4
Based on (kernel),4
Windows Explorer,4
Cool Reader,4
Rank,5
OpenBSD,5
C  ,5
WIRELESS,5
Called as constructor,5
toString(),5
Difficulty of repair,5
Called as function,5
NetBSD,5
Vendor,5
RTM build,5
IBM Notes,5
Free software,5
Memory bandwidth  (GB s),5
Execution  units,5
Cyclic continuous  ,5
Python,5
Audio compression format,5
XNU,5
Speed,5
Properties,5
OpenOffice org,5
Durability,5
DragonFly BSD,5
FINGER PRINT SENSOR,5
Processor,5
Update management,5
Plan 9,5
Ido,5
Novial,5
Production cost,5
Web browser,5
SMP support,5
Pump type,5
Host platform,5
DISPLAY,5
WEIGHT,5
GRAPHICS,5
IRC daemon,5
BATTERY,5
IBM Lotus Notes,5
Size of device,5
Fabrication requirements,5
Shader model (vertex pixel),5
ReactOS,5
STORAGE,5
PDF,5
Introduced,5
OPTICAL DRIVE,5
PNG,5
OpenVMS,5
Metadata,5
Properties of prototype,5
Maximum lift height,5
Platforms,5
Spicebird,5
prototype,5
Suction lift  ,5
Difficulty of production,5
Amaya,5
AVI,5
Package,5
HTML,5
Function,6
Microsoft Windows,6
QuickTime,6
Processing Power  (GFLOPS),6
Camera model,6
MySQL,6
Efficiency,6
Meaning,6
Development,6
Instruction set,6
Research Networking Tool,6
Origin,6
Solaris kernel,6
Mailbird,6
Unicode support,6
Mac OS,6
Kernel Name,6
Status support,6
AmigaOS,6
Engine,6
BitTorrent client,6
FreeBSD,6
Kindle,6
Storage,6
HP UX,6
z OS,6
File system,6
Prince XML,6
COLOR,6
PHP,6
constructor,6
Kernel type,6
AGP,6
GFLOPS,6
AIX,6
OpenSSL,7
Others,7
Latest release date,7
Processing Power GFLOPS,7
Other software,7
MODEL,7
SharkSSL,7
Botan,7
Syntax,7
MediaMonkey,7
mbed TLS,7
MatrixSSL,7
wolfSSL,7
LibreSSL,7
Assembler,7
Database,7
DOM1,7
On access scan,7
GnuTLS,7
Active,7
Amarok,7
On demand scan,7
JSSE,7
Kernel name,7
User interface,7
Audio,7
Secure Transport,7
GUI builder,7
NSS,7
GFLOPS W Single Precision,7
TDP watts,7
Integration,7
Southbridge,7
Windows NT kernel,7
Rhythmbox,7
Integrated firewall,7
Blink,7
Current version,7
Language(s),8
FOSS,8
Server,8
Output,8
Features   Notes,8
Country of origin,8
File manager,8
Web protection,8
BitTorrent library,8
Support,8
FreeBSD kernel,8
Memory Configuration,8
OLAP Server,8
Weight,8
AntiSpam,8
Latest version,8
Eudora,8
Debugger,8
i Scribe   InScribe,9
Trojit ,9
Market,9
DOS,9
Courier,9
EmailTray,9
iOS,9
Website,9
Interface,9
DVMT  (MB),9
Comments,9
Device id ,9
Program,9
Status,9
Die Count,9
Display,9
Editor,9
Latest release,9
eM Client,10
Firewall,10
Processing Power   GFLOPS,10
Mutt,10
Netscape Messenger,10
SquirrelMail,10
Esperanto,10
Becky  Internet Mail,10
Wanderlust,10
Eureka Email,10
Windows Mail,10
nmh   MH,10
Elm,10
Outlook Express,10
Microsoft Office Outlook,10
Microsoft Entourage,10
Turnpike,10
YAM,10
Description,10
KMail,10
Alpine,10
Office suite,10
Hardware acceleration,10
Cone,10
Libremail,10
Pocomail,10
IPv6,10
Sylpheed,10
Mulberry,10
Pine,10
Operating system,10
Evolution,10
Year,10
Mozilla Mail   Newsgroups,10
Netscape Messenger 9,10
Driver,10
Clock speed,11
Claws Mail,11
Chipset,11
CLI,11
Pegasus Mail,11
Graphics,11
Other platforms,11
SeaMonkey Mail   Newsgroups,11
Windows Live Mail,11
Atmail,11
The Bat ,11
Mozilla Thunderbird,11
Gnus,11
Country,11
Mail (OS X),11
Cost (USD),11
Opera Mail,11
API support,12
System,12
Citadel,12
Open source,12
Portuguese,12
Yes,12
Solaris,12
GroupWise,12
Type,13
Operating systems,13
GUI,13
Cost,13
Manager,13
Tasman,13
First release,14
3 1,14
Architecture,14
Zimbra,14
TDP (W),14
Spanish,14
Model Number,14
Released,14
Manufacturer,14
ML1,14
Audio player,14
RAM,14
Based on,15
Unix,15
Company,15
OS X,15
Application,15
Encryption,15
PCI Express,15
Release Price (USD),16
SLI,16
Distribution,16
Processing Power GFLOPs,16
Codename,16
KHTML,16
Release date,16
First public release,16
CPU,17
Price,17
Feature,17
Code Name,18
FSB HT Frequency (MHz),18
DOM3,18
PATA,18
GFLOPS W,18
Android,18
LAN,18
English,18
PCI,18
CSS3,18
CSS2,18
 ,19
OS,19
Sound,19
First public release date,19
Product,19
USB,20
Processors Supported,20
Fabrication process (nm),21
Version,21
Definition,21
SATA,21
Processing Power GFLOPS,22
Latest stable release,23
Languages,23
Shader clock (MHz),23
C ,24
Transistors (Million),25
Die Size (mm),25
Programming language,25
Release Date,25
DOM2,26
API compliance (version),26
Language,27
IDE,28
Format ,29
BSD,30
Latest stable version,31
Java,31
Implementation,31
Platform,31
Clock rate,33
Chuck Baldwin,35
Format,35
John McCain,36
Features,36
Developer,38
Other,39
Mac OS X,42
Software license,44
Software,45
Creator,47
TDP (watts),48
WebKit,50
Presto,50
Gecko,50
Config core,56
API support (version),58
Core config,59
Windows,60
Client,63
Memory clock (MHz),64
Core clock (MHz),70
Trident,71
Products,72
Linux,76
Launch,98
Memory (MB),107
Fab (nm),108
Bus interface,112
Fillrate,112
Code name,115
Memory,117
Notes,136
License,151
Name,168
Model,176
